GUC Name,Type,Context,Category,Description,Backing Variable,Flags,ConnMgr Compatible,Risk Level,Reasoning
yb_enable_pg_stat_statements_docdb_metrics,bool,PGC_SUSET,STATS_MONITORING,"If true, enable DocDB metrics collection for pg_stat_statements.",yb_enable_pg_stat_statements_docdb_metrics,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_enable_pg_stat_statements_rpc_stats,bool,PGC_SUSET,STATS_MONITORING,"If true, enable RPC execution time stats for pg_stat_statements.",yb_enable_pg_stat_statements_rpc_stats,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_enable_planner_trace,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables planner tracing.,yb_enable_planner_trace,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_enable_query_diagnostics,bool,PGC_POSTMASTER,STATS_MONITORING,"Enables the collection of query diagnostics data for YSQL queries, facilitating the creation of diagnostic bundles.",yb_enable_query_diagnostics,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
yb_enable_replica_identity,bool,PGC_SUSET,REPLICATION_SENDING,Allow changing replica identity via ALTER TABLE command,yb_enable_replica_identity,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_enable_replication_commands,bool,PGC_SUSET,DEVELOPER_OPTIONS,Enable the replication commands for Publication and Replication Slots.,yb_enable_replication_commands,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_enable_replication_slot_consumption,bool,PGC_USERSET,DEVELOPER_OPTIONS,Enable consumption of changes via replication slots. This feature is currently in active development and should not be enabled.,yb_enable_replication_slot_consumption,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_enable_retry_after_non_atomic_commit,bool,PGC_USERSET,COMPAT_OPTIONS_PREVIOUS,Allow query layer retries of CALL/DO statements after an in-procedure COMMIT.,UNKNOWN,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_enable_saop_pushdown,bool,PGC_USERSET,QUERY_TUNING_METHOD,Push supported scalar array operations down to DocDB for evaluation.,yb_enable_saop_pushdown,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_enable_sequence_pushdown,bool,PGC_USERSET,QUERY_TUNING_METHOD,Allow nextval() to fetch the value range and advance the sequence value in a single operation.,yb_enable_sequence_pushdown,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_enable_upsert_mode,bool,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the boolean flag to enable or disable upsert mode for writes.,yb_enable_upsert_mode,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_explain_hide_non_deterministic_fields,bool,PGC_USERSET,CUSTOM_OPTIONS,"If set, all fields that vary from run to run are hidden from the output of EXPLAIN",yb_explain_hide_non_deterministic_fields,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_explicit_row_locking_batch_size,int,PGC_USERSET,QUERY_TUNING_OTHER,Batch size of explicit row locking,yb_explicit_row_locking_batch_size,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_extension_upgrade,bool,PGC_SUSET,CUSTOM_OPTIONS,Set to true when upgrading extensions during a YSQL major version upgrade.,yb_extension_upgrade,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_SUSET. ""Write"" in pg_upgrade.c uses executeCommand with SET - standard SQL GUC mechanism. Not a direct C variable modification. RISK: NONE."
yb_fast_path_for_colocated_copy,bool,PGC_USERSET,CLIENT_CONN_STATEMENT,Enable fast-path transaction for copy on colocated tables. For testint now.,yb_fast_path_for_colocated_copy,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_fetch_row_limit,int,PGC_USERSET,QUERY_TUNING_METHOD,Maximum number of rows to fetch per scan. 0 = No limit,yb_fetch_row_limit,GUC_EXPLAIN|GUC_UNIT_BYTE,YES,NONE,"PGC_USERSET. Save/restore in catalog.c:YbGetAllRelfilenodes with PG_TRY/PG_CATCH. Other references write to exec_params struct fields, not the GUC variable. SAFE in transaction pooling: restored before ReadyForQuery."
yb_fetch_size_limit,int,PGC_USERSET,QUERY_TUNING_METHOD,Maximum size of a fetch response. 0 = No limit,yb_fetch_size_limit,GUC_EXPLAIN|GUC_UNIT_BYTE,YES,NONE,"PGC_USERSET. ""Writes"" are to exec_params->yb_fetch_size_limit struct fields in yb_scan.c, yb_lsm.c, nodeYbSeqscan.c. Copying GUC value to exec params, not modifying the GUC variable. RISK: NONE."
yb_fk_references_cache_limit,int,PGC_USERSET,CLIENT_CONN_STATEMENT,"Sets the maximum size for the FK reference cache filled by the INSERT, SELECT ... FOR KEY SHARE or similar statmements",yb_fk_references_cache_limit,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_follower_read_staleness_ms,int,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the staleness (in ms) to be used for performing follower reads.,yb_follower_read_staleness_ms,GUC_UNIT_MS,YES,NONE,PGC_USERSET. Writes are: static declaration initialization and GUC assign hook in variable.c:assign_follower_reads. Both are standard GUC mechanism. RISK: NONE.
yb_follower_reads_behavior_before_fixing_20482,bool,PGC_USERSET,CLIENT_CONN_STATEMENT,Controls whether ysql follower reads that is enabled inside a transaction block should take effect in the same transaction or not. Prior to fixing #20482 the behavior was that the change does not affect the current transaction but only affects subsequent transactions. The flag is intended to be used if there is a customer who relies on the old behavior.,yb_follower_reads_behavior_before_f,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_force_catalog_update_on_next_ddl,bool,PGC_USERSET,DEVELOPER_OPTIONS,"Make the next DDL update the catalog in force mode which allows it to operate even during ysql major catalog upgrades. WARNING: This is a dangerous option and should be used only for DDLs on temp tables, and other transient objects.",yb_force_catalog_update_on_next_ddl,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_USERSET. Reset to false in pg_yb_utils.c:YBIncrementDdlNestingLevel after use. SAFE in transaction pooling: the reset happens during DDL processing, before ReadyForQuery. The variable is always back to default when connection could be pooled."
yb_force_tablespace_locality,bool,PGC_USERSET,UNGROUPED,Forces use of tablespace-based locality over region locality.,yb_force_tablespace_locality,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_force_tablespace_locality_oid,int,PGC_USERSET,UNGROUPED,Tablespace used for tablespace-based locality. Picked automatically if InvalidOid (default).,yb_force_tablespace_locality_oid,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_format_funcs_include_yb_metadata,bool,PGC_USERSET,CUSTOM_OPTIONS,Include DocDB metadata (such as tablet splits) in formatting functions exporting system catalog information.,yb_format_funcs_include_yb_metadata,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET. No direct C assignments. pg_dump uses SET command. RISK: NONE.
yb_hinted_uids,string,PGC_USERSET,QUERY_TUNING_METHOD,Node UIDS to prefer in cost comparisons.,yb_hinted_uids,GUC_LIST_INPUT|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_ignore_bool_cond_for_legacy_estimate,bool,PGC_USERSET,COMPAT_OPTIONS_PREVIOUS,Ignore boolean condition for row count estimate in legacy cost model.,yb_ignore_bool_cond_for_legacy_estimate,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_ignore_freeze_with_copy,bool,PGC_USERSET,ERROR_HANDLING_OPTIONS,Ignore the FREEZE flag on COPY FROM command.,yb_ignore_freeze_with_copy,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_ignore_pg_class_oids,bool,PGC_SUSET,DEVELOPER_OPTIONS,Ignores requests to set pg_class OIDs in yb_binary_restore mode,yb_ignore_pg_class_oids,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET. No direct C assignments. pg_backup_archiver uses SET command. RISK: NONE.
yb_ignore_read_time_in_walsender,bool,PGC_USERSET,CUSTOM_OPTIONS,"When set, walsender will fetch the publication as of current time if it encounters any failures while reading the catalog tables as of yb_read_time",UNKNOWN,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_ignore_relfilenode_ids,bool,PGC_SUSET,DEVELOPER_OPTIONS,Ignores requests to set relfilenode IDs in yb_binary_restore mode,yb_ignore_relfilenode_ids,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_index_state_flags_update_delay,int,PGC_USERSET,QUERY_TUNING_METHOD,Delay in milliseconds between stages of online index build.,yb_index_state_flags_update_delay,GUC_EXPLAIN|GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_insert_on_conflict_read_batch_size,int,PGC_SUSET,CLIENT_CONN_STATEMENT,Maximum batch size for arbiter index reads during INSERT ON CONFLICT.,yb_insert_on_conflict_read_batch_size,GUC_UNIT_MS,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_invalidation_message_expiration_secs,int,PGC_SUSET,DEVELOPER_OPTIONS,Invalidation messages expiration time in catalog table pg_yb_invalidation_messages.,yb_invalidation_message_expiration_secs,GUC_NOT_IN_SAMPLE|GUC_UNIT_KB,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_is_client_ysqlconnmgr,bool,PGC_BACKEND,UNGROUPED,Identifies that connection is created by Ysql Connection Manager.,yb_is_client_ysqlconnmgr,GUC_EXPLAIN,YES,NONE,PGC_BACKEND. Set during connection startup in postmaster.c:process_startup_packet and in assign hook. This is ConnMgr infrastructure - identifies whether the connection comes from ConnMgr. Set once at connection start. RISK: NONE - BY DESIGN.
yb_lock_pk_single_rpc,bool,PGC_USERSET,QUERY_TUNING_OTHER,Use single RPC to select and lock when PK is specified.,yb_lock_pk_single_rpc,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_locks_max_transactions,int,PGC_USERSET,LOCK_MANAGEMENT,Sets the maximum number of transactions for which to return rows in pg_locks.,yb_locks_max_transactions,GUC_NOT_IN_SAMPLE|GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_locks_min_txn_age,int,PGC_USERSET,LOCK_MANAGEMENT,Sets the minimum transaction age for results from pg_locks.,yb_locks_min_txn_age,GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_locks_txn_locks_per_tablet,int,PGC_USERSET,LOCK_MANAGEMENT,Sets the maximum number of rows per transaction per tablet to return in pg_locks.,yb_locks_txn_locks_per_tablet,GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_log_heap_snapshot_on_exit_threshold,int,PGC_USERSET,DEVELOPER_OPTIONS,"When a process exits, log a peak heap snapshot showing the approximate memory usage of each malloc call stack if its peak RSS is greater than or equal to this threshold in KB. Set to -1 to disable.",yb_log_heap_snapshot_on_exit_threshold,GUC_NOT_IN_SAMPLE|GUC_UNIT_KB,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_log_min_backtraces,enum,PGC_SUSET,LOGGING_WHEN,Sets the minimum message level for including a backtrace in the log.,yb_log_min_backtraces,,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_major_version_upgrade_compatibility,int,PGC_SIGHUP,CUSTOM_OPTIONS,The compatibility level to use during a YSQL Major version upgrade. Allowed values are 0 and 11.,yb_major_version_upgrade_compatibility,GUC_NOT_IN_SAMPLE|GUC_UNIT_BYTE,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
yb_make_next_ddl_statement_nonbreaking,bool,PGC_SUSET,CUSTOM_OPTIONS,"When set, the next ddl statement will not cause running transactions to abort. This only affects the next ddl statement and resets automatically.",yb_make_next_ddl_statement_nonbreaking,,YES,NONE,PGC_SUSET. Reset to false in pg_yb_utils.c:YBResetEnableSpecialDDLMode after DDL commit/abort. SAFE in transaction pooling: reset before ReadyForQuery.
yb_make_next_ddl_statement_nonincrementing,bool,PGC_SUSET,CUSTOM_OPTIONS,"DEPRECATED - When set, the next ddl statement will not cause catalog version to increment. This only affects the next ddl statement and resets automatically.",yb_make_next_ddl_statement_nonincrementing,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET. Reset to false in pg_yb_utils.c:YBResetEnableSpecialDDLMode after DDL. SAFE in transaction pooling: reset before ReadyForQuery.
yb_max_num_invalidation_messages,int,PGC_SUSET,DEVELOPER_OPTIONS,Max number of invalidation messages supported for incremental catalog cache refresh.,yb_max_num_invalidation_messages,GUC_NOT_IN_SAMPLE|GUC_UNIT_KB,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_max_query_layer_retries,int,PGC_USERSET,CLIENT_CONN_STATEMENT,Max number of internal query layer retries of a statement,UNKNOWN,GUC_UNIT_KB,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_max_saop_merge_streams,int,PGC_USERSET,QUERY_TUNING_METHOD,Sets the maximum number of streams tolerated for scalar array operation merge.,UNKNOWN,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_mixed_mode_expression_pushdown,bool,PGC_USERSET,CUSTOM_OPTIONS,Enables expression pushdown for queries in mixed mode of a YSQL Major version upgrade.,yb_mixed_mode_expression_pushdown,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_mixed_mode_saop_pushdown,bool,PGC_USERSET,CUSTOM_OPTIONS,"Enable pushdown of scalar array operation expressions in mixed mode of a YSQL Major version upgrade. For example, IN, ANY, ALL.",yb_mixed_mode_saop_pushdown,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_neg_catcache_ids,string,PGC_SUSET,RESOURCES_MEM,Comma separated list of additional sys cache ids that are allowed to be negatively cached.,yb_neg_catcache_ids_string,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_network_fetch_cost,real,PGC_USERSET,QUERY_TUNING_COST,Sets the planner's estimate of the fixed cost of fetching a batch of rows from a YB relation,yb_network_fetch_cost,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_non_ddl_txn_for_sys_tables_allowed,bool,PGC_USERSET,CUSTOM_OPTIONS,Enables the use of regular transactions for operating on system catalog tables in case a DDL transaction has not been started.,yb_non_ddl_txn_for_sys_tables_allowed,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET. Save/restore pattern in yb_catalog_version.c during catalog version increment. SAFE in transaction pooling: restored before ReadyForQuery.
yb_parallel_range_size,int,PGC_USERSET,QUERY_TUNING_METHOD,Approximate size of parallel range for DocDB relation scans,yb_parallel_range_size,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_UNIT_BYTE|GUC_UNIT_KB|GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_pg_batch_detection_mechanism,enum,PGC_USERSET,COMPAT_OPTIONS_CLIENT,"The drivers use message protocol to communicate with PG. The driver does not inform PG in advance about a Batch execution. We need to identify a batch because in that case the single-shard optimization should be disabled. Postgres drivers pipeline messages and we exploit this to peek the message following 'Execute' to detect a batch. This may lead to some unforeseen bugs, so this GUC provides a way to disable the single-shard optimization completely or go back to the behavior before #16446 was fixed.",UNKNOWN,GUC_SUPERUSER_ONLY,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_pg_locks_integrate_advisory_locks,bool,PGC_SIGHUP,LOCK_MANAGEMENT,Enables pg_locks to integrate and display advisory locks details correctly.,yb_pg_locks_integrate_advisory_locks,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
yb_pg_metrics.log_accesses,bool,PGC_SUSET,EXTENSION_YB,Log each request received by the YSQL webserver,log_accesses,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
yb_pg_metrics.log_tcmalloc_stats,bool,PGC_SUSET,EXTENSION_YB,Log each request received by the YSQL webserver,log_tcmalloc_stats,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
yb_pg_metrics.node_name,string,PGC_POSTMASTER,EXTENSION_YB,Node name for YB metrics,metric_node_name,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_NO_SHOW_ALL,YES,NONE,PGC_POSTMASTER - set at server start. Extension GUC using standard DefineCustom*Variable. Safe.
yb_pg_metrics.port,int,PGC_POSTMASTER,EXTENSION_YB,Port for YSQL webserver,port,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_NO_RESET_ALL|GUC_NO_SHOW_ALL,YES,NONE,PGC_POSTMASTER - set at server start. Extension GUC using standard DefineCustom*Variable. Safe.
yb_pg_metrics.webserver_profiler_sample_period_bytes,int,PGC_SUSET,EXTENSION_YB,The interval at which Google TCMalloc should,webserver_profiler_sample_period_bytes,,YES,NONE,PGC_SUSET - Extension GUC using standard DefineCustom*Variable mechanism. All changes go through standard SET/RESET which ConnMgr handles.
yb_pg_stat_plans_cache_replacement_algorithm,enum,PGC_POSTMASTER,STATS_MONITORING,Enable true LRU in Query Plan Management.,yb_qpm_configuration,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_POSTMASTER. Struct initialization only. Set at server start. RISK: NONE.
yb_pg_stat_plans_max_cache_size,int,PGC_POSTMASTER,STATS_MONITORING,Max number of query/plan pairs stored by QPM.,yb_qpm_configuration,,YES,NONE,PGC_POSTMASTER. Struct initialization only (pg_yb_utils.c:2283). Set at server start. RISK: NONE.
yb_pg_stat_plans_plan_format,enum,PGC_POSTMASTER,QUERY_TUNING_METHOD,Plan format for QPM.,yb_qpm_configuration,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_POSTMASTER. Struct initialization only. Set at server start. RISK: NONE.
yb_pg_stat_plans_track,enum,PGC_SUSET,QUERY_TUNING_METHOD,Selects which statements are tracked by QPM.,yb_qpm_configuration,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET. Struct initialization only (pg_yb_utils.c:2283). RISK: NONE.
yb_pg_stat_plans_track_catalog_queries,bool,PGC_SUSET,STATS_MONITORING,"When set, QPM tracks plans for queries referencing catalog tables.",yb_qpm_configuration,GUC_NOT_IN_SAMPLE|GUC_UNIT_S,YES,NONE,"PGC_SUSET. ""Write"" is the static initialization of yb_qpm_configuration struct (pg_yb_utils.c:2283). Not a session-level change. RISK: NONE."
yb_pg_stat_plans_verbose_plans,bool,PGC_SUSET,STATS_MONITORING,Generate verbose plans in QPM.,yb_qpm_configuration,GUC_NOT_IN_SAMPLE|GUC_UNIT_S,YES,NONE,PGC_SUSET. Struct initialization only (pg_yb_utils.c:2283). RISK: NONE.
yb_planner_custom_plan_for_partition_pruning,bool,PGC_USERSET,CLIENT_CONN_STATEMENT,"If enabled, choose custom plan over generic plan for prepared statements based on the number of partition pruned.",enable_choose_custom_plan_for_partition_pruning,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_plpgsql_disable_prefetch_in_for_query,bool,PGC_USERSET,QUERY_TUNING_METHOD,Disable prefetching in a PLPGSQL FOR loop over a query.,yb_plpgsql_disable_prefetch_in_for_query,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_prefer_bnl,bool,PGC_USERSET,QUERY_TUNING_METHOD,"If enabled, planner will force a preference of batched nested loop join plans over classic nested loop join plans.",yb_prefer_bnl,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_pushdown_is_not_null,bool,PGC_USERSET,CUSTOM_OPTIONS,DEPRECATED: no-op.,yb_pushdown_is_not_null,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_pushdown_strict_inequality,bool,PGC_USERSET,CUSTOM_OPTIONS,DEPRECATED: no-op.,yb_pushdown_strict_inequality,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_qpm_compress_text,bool,PGC_SUSET,STATS_MONITORING,Compress QPM plan and hint text if necessary.,yb_qpm_configuration,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE|GUC_UNIT_S,YES,NONE,PGC_SUSET. Struct initialization only (pg_yb_utils.c:2283). RISK: NONE.
yb_query_diagnostics_bg_worker_interval_ms,int,PGC_POSTMASTER,STATS_MONITORING,Time (in milliseconds) for which the query diagnostic's background worker sleeps,yb_query_diagnostics_bg_worker_interval_ms,GUC_NOT_IN_SAMPLE|GUC_UNIT_BYTE|GUC_UNIT_KB|GUC_UNIT_MS,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
yb_query_diagnostics_circular_buffer_size,int,PGC_POSTMASTER,STATS_MONITORING,Size of query diagnostics circular buffer that stores statuses of bundles,yb_query_diagnostics_circular_buffer_size,GUC_NOT_IN_SAMPLE|GUC_UNIT_BYTE|GUC_UNIT_KB,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
yb_query_diagnostics_disable_database_connection_bgworker,bool,PGC_SIGHUP,STATS_MONITORING,"This disables creating extra bgworker which creates database connection for query diagnostics. If this is set to true, ASH and schema details are not dumped",yb_query_diagnostics_disable_database_connection_bgworker,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
yb_read_after_commit_visibility,enum,PGC_USERSET,CUSTOM_OPTIONS,Control read-after-commit-visibility guarantee.,UNKNOWN,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_read_from_followers,bool,PGC_USERSET,CLIENT_CONN_STATEMENT,Allow any statement that generates a read request to go to any node.,yb_read_from_followers,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET. Only write is in assign_follower_reads GUC assign hook (variable.c:683). Standard GUC mechanism. RISK: NONE.
yb_read_time,string,PGC_SUSET,CLIENT_CONN_STATEMENT,Allows querying the database as of a point in time in the past. Takes a unix timestamp in microseconds. Zero means reading data as of current time.,UNKNOWN,GUC_LIST_INPUT|GUC_LIST_QUOTE|GUC_SUPERUSER_ONLY,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_refresh_matview_in_place,bool,PGC_USERSET,CUSTOM_OPTIONS,Refresh materialized views in place.,yb_refresh_matview_in_place,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_reorderbuffer_max_changes_in_memory,int,PGC_USERSET,DEVELOPER_OPTIONS,"Maximum number of changes kept in memory per transaction in reorder buffer, which is used in streaming changes via logical replication. After that, changes are spooled to disk.",yb_reorderbuffer_max_changes_in_memory,GUC_NOT_IN_SAMPLE|GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_sampling_algorithm,enum,PGC_USERSET,QUERY_TUNING_OTHER,"Which sampling algorithm to use for YSQL. full_table_scan - scan the whole table and pick random rows, block_based_sampling - sample the table for a set of blocks, then scan selected blocks to form a final rows sample.",yb_sampling_algorithm,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
